gene	WT1	WT2	WT3	DL1	DL2	DL3	E41	E42	E43	XG1	XG2	XG3
CCNA_01983	45	52	44	58	82	93	19	39	31	45	30	34
CCNA_01984	3	0	0	7	6	6	2	5	4	3	2	3
CCNA_01985	8	10	2	37	32	53	21	37	29	17	4	15
CCNA_01986	16	11	6	24	31	39	14	21	15	14	13	17
CCNA_01987	6	7	1	13	21	22	11	10	4	5	2	4
CCNA_01988	12	9	5	31	26	54	13	18	10	16	14	10
CCNA_01989	5	10	6	28	27	36	14	19	8	23	6	3
CCNA_01990	11	11	8	35	50	41	15	18	9	13	8	13
CCNA_01991	29	14	33	32	41	53	11	29	8	18	16	18
CCNA_01992	43	37	50	109	138	188	49	72	46	49	29	40
CCNA_01993	23	29	40	90	81	161	29	75	53	45	21	30
CCNA_01994	18	17	15	74	70	82	15	39	28	19	15	17
CCNA_01995	7	9	4	31	44	41	11	34	10	20	10	8
CCNA_01996	19	14	16	63	60	57	23	39	19	23	23	17
CCNA_01997	23	14	25	44	60	56	12	24	12	18	21	17
CCNA_01998	22	19	15	38	48	62	15	41	20	19	16	17
CCNA_01999	9	20	5	52	71	75	25	36	43	26	9	10
CCNA_02000	32	41	16	176	220	256	74	128	94	71	38	34
CCNA_02001	8	16	7	49	49	96	23	47	23	18	7	12
CCNA_02002	3	16	6	42	53	59	21	23	15	18	8	13
CCNA_02003	79	95	31	340	430	523	144	259	153	182	108	102
CCNA_02004	17	5	2	56	70	75	8	16	8	34	29	25
CCNA_02005	4	9	8	33	41	42	14	31	18	13	10	12
CCNA_02006	6	9	14	23	32	37	13	18	16	19	1	12
CCNA_02007	19	21	28	74	83	91	37	66	40	39	14	28
CCNA_02008	23	25	68	74	107	129	56	75	54	42	20	38
CCNA_02009	27	13	74	52	76	57	7	14	15	25	22	35
CCNA_02010	38	12	48	69	77	72	8	11	10	32	25	44
CCNA_02011	91	47	74	135	160	181	24	17	26	67	61	68
CCNA_02012	19	17	12	46	69	68	17	27	30	23	19	17
CCNA_02013	14	7	7	42	44	45	9	18	9	23	19	19
CCNA_02014	2	4	2	6	18	18	0	8	6	6	3	5
CCNA_02015	11	5	9	26	26	35	5	16	7	6	8	11
CCNA_02016	16	10	11	41	40	63	11	15	10	20	19	20
CCNA_02017	26	9	18	57	59	103	16	33	18	29	27	25
CCNA_02018	3	6	1	7	17	15	10	6	7	5	4	2
CCNA_02019	8	3	3	14	21	29	8	9	9	8	1	9
CCNA_02020	10	7	9	13	27	28	4	10	6	8	3	8
CCNA_03961	2	0	3	7	3	5	3	2	0	1	1	4
CCNA_02021	4	1	7	7	7	8	1	4	0	2	2	1
CCNA_02022	23	14	20	40	52	49	10	18	12	21	15	16
CCNA_02023	21	25	12	58	65	61	12	27	23	19	19	19
CCNA_02024	16	7	9	30	31	39	6	16	11	22	12	21
CCNA_02025	5	4	5	3	14	15	3	2	0	5	5	8
CCNA_02026	0	2	4	2	6	6	4	1	0	7	8	6
CCNA_02027	6	8	14	21	24	31	3	7	12	10	11	16
CCNA_02028	6	4	7	8	18	10	2	2	4	6	7	4
CCNA_02029	20	17	34	51	67	57	16	13	21	24	20	17
CCNA_02030	17	7	20	18	29	32	11	10	4	18	16	12
CCNA_02031	20	11	16	40	41	57	19	17	12	27	15	20
CCNA_02032	25	10	16	42	50	46	9	15	11	24	19	20
CCNA_02033	14	2	10	24	40	35	5	12	8	9	8	15
CCNA_R0045	2	11	2	21	33	35	10	19	16	11	17	4
CCNA_R0046	14	12	11	43	53	68	12	31	25	16	26	11
CCNA_02034	23	33	30	126	157	196	74	99	79	50	17	27
CCNA_02035	15	14	7	82	95	119	33	81	41	20	14	14
CCNA_R0047	4	4	1	10	6	9	5	10	6	9	4	6
CCNA_02036	342	398	258	435	440	416	154	206	185	211	204	182
CCNA_02037	1563	983	934	73	105	97	265	386	393	386	285	338
CCNA_02039	365	231	261	353	403	340	69	131	102	218	185	150
CCNA_02040	14	6	5	19	47	34	4	8	11	15	7	12
CCNA_02041	174	53	105	102	121	133	22	33	30	62	73	50
CCNA_02042	14	19	10	60	47	73	16	48	28	25	24	17
CCNA_R0048	4	4	1	4	3	8	0	1	2	2	2	2
CCNA_02043	11	14	10	39	56	50	18	18	9	27	6	9
CCNA_02044	8	8	12	21	26	38	9	16	14	5	1	12
CCNA_02045	19	20	17	58	88	83	35	42	25	27	12	29
CCNA_02046	7	2	2	12	20	20	2	12	10	5	9	3
CCNA_02047	50	38	24	78	89	75	18	52	29	57	75	57
CCNA_02048	123	118	45	208	241	222	57	65	64	107	152	80
CCNA_02049	5	5	8	13	16	29	3	10	6	8	7	9
CCNA_02050	10	14	4	34	51	44	16	21	19	17	25	13
CCNA_02051	5	4	6	29	17	34	7	18	10	7	10	8
CCNA_02052	158	183	71	154	243	202	73	115	96	60	31	63
CCNA_02053	25	52	27	73	54	64	31	60	59	39	39	24
CCNA_02054	20	21	17	34	68	78	22	32	21	36	16	17
CCNA_02055	0	1	1	6	5	10	4	5	2	1	3	4
CCNA_02056	7	3	0	14	9	20	9	12	8	4	4	1
CCNA_02057	25	15	20	61	66	82	27	42	27	16	9	13
CCNA_02058	28	15	24	49	49	67	18	39	22	14	10	11
CCNA_R0153	3	5	3	9	9	13	3	6	1	4	1	3
CCNA_02059	11	17	5	45	53	51	18	36	22	20	12	11
CCNA_02060	1	2	2	12	16	19	7	13	9	2	7	7
CCNA_02061	14	17	7	76	65	110	38	59	43	24	12	12
CCNA_02062	57	48	20	185	214	266	64	116	103	51	23	27
CCNA_02063	13	46	9	108	149	193	48	101	68	32	29	23
CCNA_02064	17	27	11	157	183	235	57	126	71	37	10	20
CCNA_02065	39	24	21	65	94	117	22	39	28	64	70	39
CCNA_02066	3	4	0	12	11	16	3	5	4	3	9	2
CCNA_02067	40	23	27	87	99	121	21	34	20	26	31	35
CCNA_02068	4	9	4	27	17	22	9	10	6	8	10	9
CCNA_02069	22	19	23	61	73	79	11	33	29	41	30	24
CCNA_02070	53	47	27	118	137	163	30	50	43	52	47	38
CCNA_02071	50	25	32	53	76	71	11	19	14	34	38	28
CCNA_02072	1	6	2	8	17	17	0	13	4	2	4	6
CCNA_02073	5	5	8	17	17	24	2	10	10	11	4	11
CCNA_02074	11	4	10	11	14	14	2	2	3	9	7	4
CCNA_02075	76	51	117	100	105	138	38	65	43	53	34	57
CCNA_02076	8	13	25	20	28	43	9	13	8	9	5	8
CCNA_02077	5	7	4	16	20	29	6	15	11	7	6	7
CCNA_02078	22	18	15	49	86	68	20	18	19	41	17	20
CCNA_03896	29	16	22	16	18	20	9	13	9	34	63	23
CCNA_02080	23	23	41	56	88	121	20	52	33	29	9	31
CCNA_02081	51	62	50	162	201	143	32	59	46	92	48	72
CCNA_02082	294	134	237	294	376	357	51	71	57	172	84	120
CCNA_02083	2	12	4	18	36	33	10	15	10	8	11	7
CCNA_02084	5	7	8	26	31	40	6	15	15	11	3	3
CCNA_02085	30	25	30	77	86	74	19	39	31	32	19	20
CCNA_02086	161	132	64	157	217	201	62	83	64	79	49	43
CCNA_02087	40	17	23	55	89	90	17	25	18	41	22	31
CCNA_02088	72	51	52	154	160	123	11	32	33	85	36	66
CCNA_02089	34	26	39	118	141	115	14	39	29	122	55	84
CCNA_02090	27	29	13	64	75	103	19	31	28	22	16	42
CCNA_02091	57	53	17	111	163	108	26	36	45	39	26	25
CCNA_02092	15	15	7	36	59	62	16	37	20	19	16	8
CCNA_02093	34	35	14	74	94	118	37	51	48	40	16	24
CCNA_02094	26	21	9	38	57	59	15	30	33	22	25	19
CCNA_02095	16	8	8	47	66	64	15	28	16	30	10	21
CCNA_02096	11	3	4	23	28	41	7	9	10	7	7	5
CCNA_02097	700	693	307	1366	1786	1684	273	458	359	490	285	373
CCNA_02098	50	90	25	130	134	171	70	106	80	57	36	38
CCNA_02099	54	59	17	126	131	168	55	80	57	59	28	28
CCNA_02100	69	45	28	143	182	211	48	61	68	82	43	54
CCNA_02101	5	16	2	72	72	111	34	66	44	17	6	20
CCNA_02102	49	47	24	186	212	301	86	160	106	79	29	40
CCNA_02103	14	26	9	103	151	171	63	131	83	44	16	18
CCNA_02104	7	19	2	71	101	115	48	67	49	31	5	10
CCNA_02105	5	3	4	15	18	15	4	7	5	3	3	5
CCNA_02106	18	14	7	59	91	107	35	65	30	38	13	24
CCNA_02108	9	13	2	49	57	59	17	39	20	20	13	8
CCNA_02109	25	29	12	83	127	131	44	68	41	40	28	36
CCNA_02110	77	91	26	192	230	263	56	90	69	96	67	75
CCNA_02111	166	168	48	303	390	405	106	166	134	163	81	103
CCNA_02112	6	12	6	23	30	28	6	15	12	16	10	15
CCNA_02113	9	7	13	23	14	27	10	17	10	12	5	13
CCNA_02114	10	6	14	9	11	14	5	8	8	8	5	8
CCNA_02115	33	23	22	56	78	92	17	27	24	38	27	38
CCNA_02116	32	24	37	23	24	44	13	25	21	16	6	11
CCNA_02117	11	13	13	20	34	28	11	21	13	12	9	8
CCNA_02118	11	14	6	42	54	67	18	27	24	17	13	9
CCNA_02119	6	10	3	29	27	29	11	27	17	13	6	10
CCNA_02120	5	12	4	32	29	43	18	17	13	21	17	11
CCNA_02121	15	21	8	43	78	120	32	61	45	28	9	26
CCNA_02122	5	7	2	22	28	38	8	26	14	11	2	14
CCNA_02123	8	7	5	22	31	35	9	16	12	13	8	11
CCNA_02124	14	13	6	52	50	57	6	20	20	19	10	14
CCNA_02125	113	135	77	140	151	191	79	151	108	66	40	47
CCNA_02126	4	6	2	11	17	15	5	9	2	12	3	1
CCNA_02127	19	16	6	37	49	81	16	34	21	22	18	14
CCNA_02128	12	8	6	46	45	54	11	37	14	22	25	18
CCNA_02129	19	13	12	29	46	55	12	17	10	13	10	9
CCNA_02130	4	8	10	24	17	35	4	11	20	18	14	12
CCNA_02131	13	16	18	41	42	65	11	34	22	28	15	8
CCNA_02132	24	23	17	47	53	80	25	31	24	32	15	18
CCNA_02133	69	90	38	152	150	157	41	72	52	96	36	49
CCNA_02134	189	150	151	325	425	382	91	113	118	156	105	131
CCNA_02135	78	72	47	154	169	185	44	77	69	58	40	53
CCNA_02136	172	192	144	391	493	535	138	214	175	195	124	147
CCNA_02137	4	8	6	27	30	51	18	26	19	15	3	12
CCNA_02138	3	2	1	6	11	9	1	9	6	6	2	8
CCNA_02139	1	2	3	6	7	11	5	8	1	2	5	6
CCNA_02140	9	5	5	21	33	38	9	25	10	10	4	11
CCNA_02141	19	16	9	23	19	35	4	17	12	12	9	14
CCNA_02142	37	23	19	38	43	69	20	22	18	19	8	18
CCNA_02143	25	27	15	15	16	20	14	19	18	11	4	13
CCNA_02144	9	16	6	14	18	15	8	9	5	11	2	6
CCNA_02145	22	24	10	22	35	35	11	19	14	15	6	5
CCNA_02146	17	19	9	47	48	57	21	28	15	32	15	16
CCNA_02147	48	42	24	88	87	126	32	44	42	41	28	30
CCNA_02148	4	2	0	18	16	21	6	8	0	5	2	6
CCNA_R0154	2	2	0	12	13	15	4	4	0	5	1	4
CCNA_02149	49	45	23	90	120	145	34	59	49	49	24	34
CCNA_02150	30	12	10	45	39	50	9	27	14	12	10	10
CCNA_02151	10	12	9	16	28	22	6	19	8	11	7	8
CCNA_02152	6	10	3	19	25	26	11	14	12	10	3	6
CCNA_02153	8	14	4	34	30	35	10	22	16	18	5	15
CCNA_02154	4	0	2	20	19	30	9	12	14	10	4	5
CCNA_02155	17	22	8	56	73	84	21	30	23	24	13	25
CCNA_02156	9	16	9	54	71	78	33	38	28	30	6	14
CCNA_02157	6	7	5	27	24	33	13	19	13	11	5	11
CCNA_02158	24	9	11	46	56	66	16	30	15	30	20	9
CCNA_R0155	8	1	1	15	12	6	2	2	0	3	1	1
CCNA_02159	4	6	2	15	25	19	9	11	8	17	3	4
CCNA_02160	9	8	7	16	24	24	10	15	9	8	7	3
CCNA_02161	2	4	5	20	22	42	3	21	13	6	8	10
CCNA_02163	55	77	67	73	93	111	48	91	62	53	18	26
CCNA_02164	9	23	4	30	51	49	22	37	22	20	12	13
CCNA_02165	19	19	26	38	46	59	8	33	25	17	9	12
CCNA_02166	17	17	15	34	37	39	11	25	13	23	6	17
CCNA_02167	5	2	5	17	18	33	5	16	10	11	5	8
CCNA_03897	17	5	6	18	22	30	1	11	5	15	17	10
CCNA_02169	6	6	3	13	17	30	7	17	13	6	6	7
CCNA_02170	3	11	2	33	27	34	6	15	15	11	12	11
CCNA_02171	14	9	3	56	46	56	21	31	13	18	21	11
CCNA_02172	35	59	48	155	205	255	57	124	100	44	31	34
CCNA_02173	28	18	16	65	71	107	26	59	40	16	13	10
CCNA_02174	9	7	10	34	45	48	12	27	11	12	16	8
CCNA_02175	2	5	2	13	17	14	8	10	11	7	1	11
CCNA_02176	1	7	0	9	11	13	4	11	4	10	3	3
CCNA_02177	1	2	2	6	4	2	0	4	0	7	2	3
CCNA_02178	20	19	10	26	46	57	10	20	10	25	18	20
CCNA_02179	6	15	6	23	34	44	14	22	16	12	11	14
CCNA_02180	13	8	6	23	44	59	11	17	18	18	10	6
CCNA_02181	4	5	7	10	8	20	9	4	8	6	2	7
CCNA_02182	6	7	4	20	18	32	3	8	10	8	6	8
CCNA_02183	5	8	6	17	14	28	8	15	10	8	6	4
CCNA_02184	2	2	7	10	11	19	5	4	1	5	7	3
CCNA_03962	0	1	0	4	3	9	1	1	1	3	2	4
CCNA_02185	18	16	14	58	65	75	16	44	16	40	38	37
CCNA_02186	3	12	5	12	19	23	6	11	13	17	7	11
CCNA_R0049	9250	11364	5835	12610	13619	12765	8732	15466	10503	9272	4938	5767
CCNA_02187	31	21	14	82	114	126	19	42	43	28	20	17
CCNA_02188	6	10	6	73	81	86	21	48	32	25	12	12
CCNA_02189	21	14	4	62	83	106	24	45	33	25	22	15
CCNA_R0156	19	9	3	38	56	65	14	31	20	12	19	11
CCNA_02190	15	19	9	86	108	128	37	58	35	28	15	19
CCNA_02191	10	13	0	22	23	34	4	11	13	15	13	9
CCNA_02192	6	2	3	27	41	44	14	16	12	11	6	6
CCNA_02193	2	5	4	30	45	60	8	27	17	5	4	8
CCNA_02194	17	17	13	84	92	114	31	52	26	29	34	16
CCNA_02195	15	11	13	74	98	104	17	35	32	28	24	23
CCNA_02196	40	23	15	103	160	151	27	34	33	43	25	35
CCNA_02197	6	7	5	16	38	23	11	15	9	8	8	9
CCNA_02198	20	10	8	42	45	61	16	29	20	25	18	16
CCNA_02199	24	19	19	49	49	65	17	18	18	23	10	18
CCNA_02200	21	19	21	52	67	70	8	22	19	19	13	17
CCNA_02201	46	27	48	64	54	57	7	22	26	33	17	20
CCNA_02202	12	16	13	28	30	44	16	22	25	17	6	19
CCNA_02203	22	12	19	39	51	39	8	10	9	18	23	14
CCNA_02204	22	20	13	79	97	116	36	57	30	50	35	34
CCNA_02205	55	85	45	363	523	568	148	278	185	132	60	90
CCNA_02206	26	11	9	24	48	48	15	16	9	12	9	11
CCNA_02207	194	118	107	228	293	314	36	73	52	161	93	130
CCNA_02208	193	140	83	203	284	297	67	78	86	90	45	60
CCNA_02209	89	82	28	70	111	108	34	70	64	36	20	27
CCNA_02210	9	9	2	13	32	32	10	12	6	5	8	6
CCNA_02211	16	24	10	47	77	90	27	33	36	23	17	18
CCNA_02212	22	11	15	62	71	106	22	33	25	25	13	33
CCNA_02213	28	14	19	97	113	158	50	65	44	35	31	21
CCNA_02214	6	11	9	43	57	74	26	56	35	22	13	14
CCNA_02215	34	43	21	212	248	275	89	156	99	87	41	40
CCNA_02216	31	26	31	84	120	115	35	73	37	45	34	19
CCNA_02217	58	61	53	210	262	236	70	122	85	106	49	52
CCNA_02218	70	90	84	250	279	342	99	181	141	92	52	50
CCNA_02219	7	8	8	34	28	31	9	20	14	16	14	11
CCNA_02220	31	24	23	68	76	100	19	39	24	33	20	25
CCNA_02221	74	65	26	106	129	134	36	62	52	53	38	37
CCNA_03963	8	5	3	9	13	11	8	7	5	5	3	6
CCNA_02222	93	88	35	131	142	171	47	83	60	61	28	42
CCNA_02223	102	145	37	135	156	166	50	95	78	50	31	38
CCNA_02224	73	88	26	127	145	177	44	68	70	45	26	42
CCNA_02225	74	61	27	84	116	148	32	47	43	47	16	31
CCNA_02226	6	11	9	24	37	47	9	13	14	14	12	25
CCNA_02227	8	9	6	22	24	32	17	16	16	16	12	15
CCNA_02228	4	4	3	10	8	21	3	10	5	2	4	4
CCNA_02229	2	7	3	10	12	10	6	4	6	6	5	1
CCNA_02230	21	17	10	59	80	70	11	29	17	31	34	22
CCNA_02231	23	17	13	69	86	82	25	62	47	36	29	26
CCNA_02232	14	13	8	65	58	81	20	40	19	25	15	21
CCNA_02233	21	28	26	71	74	63	18	31	21	34	22	29
CCNA_02234	54	36	37	68	83	70	13	38	16	37	23	33
CCNA_R0157	0	1	0	5	5	7	3	2	3	1	1	0
CCNA_02235	14	17	8	47	39	55	27	32	28	21	13	6
CCNA_02236	3	6	0	33	36	34	13	18	14	8	2	6
CCNA_02237	12	21	15	98	111	151	44	94	46	47	18	25
CCNA_02238	258	351	380	230	274	236	159	230	203	204	41	135
CCNA_02239	218	360	285	280	341	273	191	297	231	236	43	136
CCNA_02240	14	34	7	66	80	111	45	54	35	28	14	19
CCNA_02241	14	13	4	29	56	67	18	47	23	26	9	10
CCNA_02242	92	87	45	474	713	672	139	314	185	183	104	141
CCNA_02243	132	121	97	157	198	182	49	95	62	117	69	83
CCNA_02244	77	63	99	139	163	138	31	81	53	113	106	96
CCNA_03964	8	5	15	12	31	23	6	8	11	9	15	10
CCNA_02245	11	11	14	21	31	30	7	12	13	7	3	11
CCNA_02246	265	256	202	340	459	368	72	120	118	140	89	119
CCNA_02247	18	9	14	39	47	52	7	22	14	13	4	14
CCNA_02248	9	2	6	18	9	19	2	4	2	7	2	2
CCNA_02249	6	3	3	14	14	23	5	12	4	8	4	6
CCNA_R0050	1	2	0	5	10	11	4	6	2	9	4	2
CCNA_02250	27	28	16	96	129	102	19	41	24	80	66	48
CCNA_02251	41	44	16	133	148	157	21	35	31	115	84	104
CCNA_02252	28	26	21	74	105	144	21	61	35	91	70	58
CCNA_02253	20	25	10	63	68	83	22	40	42	32	22	25
CCNA_R0051	296	297	201	377	444	366	208	434	296	278	99	148
CCNA_03965	287	294	191	366	432	355	205	432	294	272	92	140
CCNA_02254	23	19	18	73	66	78	23	52	30	31	23	20
CCNA_02255	12	14	6	59	85	90	20	65	33	36	12	22
CCNA_02256	18	24	6	78	74	122	32	52	32	24	18	19
CCNA_R0052	1	0	0	4	8	8	1	3	0	1	5	2
CCNA_02257	3	2	1	12	11	12	3	3	2	5	2	0
CCNA_02258	8	3	6	32	25	38	14	26	7	12	12	11
CCNA_02259	5	13	3	31	29	45	9	38	8	18	20	14
CCNA_02260	36	12	15	47	77	83	9	19	17	25	23	15
CCNA_02261	23	23	16	63	82	90	13	20	25	45	30	41
CCNA_02262	15	16	4	69	79	101	34	43	34	25	20	17
CCNA_02263	8	12	2	17	22	19	7	6	5	8	3	3
CCNA_02264	1	8	3	11	12	15	8	7	7	1	4	1
CCNA_02265	67	58	51	56	105	98	26	34	30	61	43	45
CCNA_02266	17	13	14	27	39	46	9	22	18	22	18	13
CCNA_02267	4	3	1	11	19	7	4	11	3	13	8	6
CCNA_02268	5	4	1	11	18	18	7	17	9	6	8	8
CCNA_R0053	1	4	1	6	11	8	5	10	4	4	4	1
CCNA_02269	35	14	10	36	58	51	10	27	10	22	23	17
CCNA_02270	36	27	26	74	81	74	11	40	24	42	26	23
CCNA_02271	32	29	21	73	85	102	28	42	38	38	12	22
CCNA_02272	2	5	2	13	18	32	6	14	7	7	5	8
CCNA_02273	8	4	7	8	23	23	3	12	7	5	10	6
CCNA_02274	14	12	8	30	25	31	15	24	15	21	46	13
CCNA_02275	18	15	6	29	62	48	17	37	23	30	31	17
CCNA_02277	119	83	48	167	181	132	75	109	79	134	235	95
CCNA_R0158	3	3	1	11	10	7	4	4	4	3	9	0
CCNA_02278	17	6	3	23	23	41	5	20	13	12	17	14
CCNA_02279	59	21	29	73	85	87	12	26	15	34	30	29
CCNA_02280	27	12	22	37	53	48	9	19	10	22	13	15
CCNA_02281	8	12	8	63	72	122	38	53	29	27	20	19
CCNA_02282	9	26	9	44	70	52	18	50	44	30	14	11
CCNA_02283	162	152	59	450	566	479	82	104	105	139	79	80
CCNA_R0159	6	4	5	14	20	18	6	9	11	7	3	6
CCNA_02284	5	5	5	15	23	18	11	12	13	8	3	7
CCNA_02285	5	4	5	23	32	19	2	10	7	8	20	11
CCNA_02286	9	4	8	9	38	11	2	3	2	11	23	16
CCNA_02287	31	35	19	47	52	52	8	23	22	27	18	28
CCNA_02288	6	5	9	16	29	40	9	11	12	13	5	11
CCNA_02289	1	2	0	15	16	15	4	10	3	4	2	4
CCNA_02290	2	4	2	14	29	25	4	18	5	8	4	4
CCNA_02291	6	7	2	26	35	48	9	18	4	13	7	7
CCNA_02292	1	0	3	8	8	14	2	6	6	5	2	2
CCNA_02293	12	5	12	26	47	44	8	23	13	11	15	13
CCNA_02294	19	14	11	49	42	60	17	32	21	22	21	18
CCNA_02295	8	9	17	19	44	32	4	5	5	15	10	19
CCNA_02296	8	13	12	39	52	53	23	25	19	15	14	16
CCNA_R0160	0	3	1	7	14	13	2	5	1	3	1	1
CCNA_02297	7	6	6	34	30	43	11	18	11	16	7	6
CCNA_02298	23	24	14	73	72	92	20	40	25	30	11	16
CCNA_02299	17	11	11	36	44	55	12	30	20	16	6	11
CCNA_02300	16	13	10	41	47	41	9	20	12	23	6	9
CCNA_02301	37	25	17	71	120	112	21	38	36	40	21	25
CCNA_02302	28	14	14	52	76	95	23	37	20	33	13	20
CCNA_02303	7	7	4	31	30	49	9	17	10	7	6	6
CCNA_02304	9	13	4	45	39	63	13	19	8	23	9	12
CCNA_02305	2	5	2	22	28	28	10	13	15	10	6	8
CCNA_02306	11	17	10	41	56	69	16	30	14	22	7	17
CCNA_02307	2	8	1	19	25	39	16	18	7	6	8	3
CCNA_02308	3	2	1	21	29	43	10	24	12	8	2	7
CCNA_02309	3	1	2	7	11	5	7	5	2	0	1	6
CCNA_R0161	2	0	1	0	2	0	3	0	0	0	0	0
CCNA_02310	5	14	3	36	18	42	10	25	17	9	7	12
CCNA_R0054	3	1	2	7	6	9	2	6	3	4	2	3
CCNA_02311	6	7	6	16	31	39	11	32	19	12	5	7
CCNA_02312	545	168	287	250	401	351	67	88	76	120	156	115
CCNA_02313	14	19	8	49	54	65	20	42	32	16	6	17
CCNA_02314	21	22	14	52	67	90	21	52	25	30	6	26
CCNA_02315	11	6	6	35	52	53	21	28	15	27	4	13
CCNA_02316	15	20	7	63	75	91	33	59	29	26	11	13
CCNA_02317	8	19	6	49	57	83	24	44	29	25	10	11
CCNA_02318	10	5	7	33	53	50	11	15	10	16	3	5
CCNA_02319	10	8	7	29	28	37	8	8	9	10	8	4
CCNA_02320	10	15	11	32	47	47	13	24	13	22	11	17
CCNA_02321	5	8	3	27	25	43	10	15	14	21	8	10
CCNA_02322	3	1	1	9	10	12	1	6	4	1	5	4
CCNA_03966	468	276	183	259	401	338	72	76	95	128	98	113
CCNA_02324	13	9	4	39	55	81	19	35	22	19	10	14
CCNA_R0162	17	14	5	25	23	21	13	12	13	13	5	15
CCNA_02325	71	57	24	119	136	135	42	55	49	66	27	39
CCNA_02326	11	22	16	45	54	82	11	46	31	22	26	16
CCNA_02327	28	24	15	44	46	56	9	20	18	16	14	17
CCNA_02328	121	254	55	306	378	335	127	220	178	131	66	65
CCNA_02329	20	14	12	25	52	59	17	32	20	17	14	17
CCNA_02330	119	106	90	179	248	202	47	58	66	112	53	66
CCNA_02331	112	108	78	191	270	259	66	85	74	121	51	73
CCNA_02332	4	12	3	41	26	63	15	26	15	7	9	11
CCNA_02333	10	8	10	47	54	84	27	39	28	23	14	10
CCNA_02334	8	8	10	19	28	33	10	14	10	5	6	9
CCNA_02335	7	7	8	33	39	34	15	38	19	16	14	12
CCNA_02336	43	41	26	99	119	149	17	50	27	56	20	31
CCNA_02337	716	362	388	844	1066	889	129	166	169	559	412	352
CCNA_02338	9	20	25	42	61	82	21	47	32	26	5	15
CCNA_02339	8	28	18	80	100	121	46	94	68	28	12	26
CCNA_02340	14	11	8	26	35	45	10	23	31	15	19	16
CCNA_02341	2709	1897	2053	6332	8789	8160	826	882	966	4124	1640	2863
CCNA_02342	19	22	15	75	71	96	37	64	41	36	21	18
CCNA_02343	14	8	9	30	37	37	11	13	16	13	9	15
CCNA_02344	6	6	8	23	26	25	11	15	9	14	6	15
CCNA_02345	1	9	4	18	14	30	7	5	7	11	7	9
CCNA_02346	14	20	16	53	50	72	17	39	11	22	21	14
CCNA_02347	10	14	5	30	33	71	15	28	21	21	15	11
CCNA_02348	1	1	1	8	13	7	1	7	7	3	2	4
CCNA_02349	1	8	5	24	25	27	10	16	10	14	9	6
CCNA_02350	14	7	9	16	32	31	6	12	5	15	7	8
CCNA_02351	17	9	8	26	34	42	11	6	5	15	12	8
CCNA_02352	87	37	54	133	175	174	24	43	33	74	86	58
CCNA_02353	25	17	24	39	64	61	7	12	15	25	21	21
CCNA_02354	12	19	10	53	60	59	19	32	23	25	13	9
CCNA_02355	27	43	10	112	133	183	79	180	116	55	22	34
CCNA_02356	17	37	7	85	93	125	53	111	63	46	13	21
CCNA_02357	31	37	10	70	100	147	73	107	65	49	21	48
CCNA_02358	9	9	3	32	38	41	29	36	25	14	16	8
CCNA_02359	8	23	9	36	67	93	31	65	34	22	14	17
CCNA_02360	5	13	7	34	34	58	19	36	23	20	12	13
CCNA_02361	10	17	3	50	56	66	21	40	37	27	9	16
CCNA_02362	12	7	6	28	29	43	12	12	24	8	15	13
CCNA_02363	5	6	2	27	42	39	6	16	9	9	6	4
CCNA_02364	14	18	7	70	90	123	33	71	24	22	12	28
CCNA_02365	11	16	5	56	79	122	32	54	40	21	23	15
CCNA_02366	16	13	4	38	39	53	20	20	9	14	22	22
CCNA_02367	8	7	5	32	36	44	15	22	13	9	4	13
CCNA_02368	16	17	11	60	70	94	38	44	38	23	9	19
CCNA_02369	11	17	12	71	90	106	28	45	35	25	12	27
CCNA_02370	30	45	23	139	161	238	57	102	84	63	22	42
CCNA_02371	21	37	15	114	109	164	54	97	76	37	18	32
CCNA_02372	7	4	5	21	14	21	6	24	7	10	5	4
CCNA_02373	15	17	14	62	91	99	32	47	19	30	14	18
CCNA_02374	3	10	3	31	21	24	10	12	6	11	6	3
CCNA_02375	5	7	2	26	25	27	10	27	15	10	8	10
CCNA_02376	6	4	5	19	22	11	4	9	6	13	10	11
CCNA_02377	25	25	16	55	77	69	11	19	15	33	30	22
CCNA_R0055	0	0	1	0	3	3	1	2	0	1	0	3
CCNA_02378	162	191	133	491	758	579	229	375	328	293	199	190
CCNA_02379	13	17	12	78	93	94	25	52	38	32	24	22
CCNA_02380	6	15	6	30	29	48	16	26	29	10	6	12
CCNA_02381	8	13	5	54	71	81	35	57	40	19	10	9
CCNA_02382	13	25	6	59	78	99	33	61	34	34	11	16
CCNA_02383	16	15	14	50	55	69	32	41	35	27	11	17
CCNA_02384	74	68	79	129	185	233	40	94	81	67	51	50
CCNA_02385	11	12	4	54	59	85	22	46	37	27	17	17
CCNA_02386	14	7	5	34	49	50	14	31	28	11	7	8
CCNA_02387	21	13	8	53	46	75	16	33	24	23	9	17
CCNA_02388	4	6	5	21	25	27	11	6	6	6	10	6
CCNA_02389	8	7	9	23	58	65	21	35	21	10	13	6
CCNA_02390	3	0	5	23	21	29	10	12	10	6	4	6
CCNA_R0056	3	1	1	12	10	17	7	10	8	5	4	2
CCNA_02391	7	8	2	39	50	73	20	47	31	15	7	11
CCNA_02392	8	12	2	42	50	55	15	29	18	18	8	15
CCNA_03898	2	6	2	24	39	43	12	27	14	11	7	4
