gene	WT1	WT2	WT3	DL1	DL2	DL3	E41	E42	E43	XG1	XG2	XG3
CCNA_03881	2	4	0	16	35	28	12	25	11	11	0	5
CCNA_02394	11	15	3	41	62	55	20	49	18	19	7	8
CCNA_02395	15	19	24	44	47	57	15	36	19	24	10	14
CCNA_02396	10	12	7	56	47	96	19	37	30	25	11	17
CCNA_02397	25	12	12	48	63	67	15	33	19	20	8	12
CCNA_02398	10	10	6	40	52	67	13	34	11	23	5	13
CCNA_02399	6	7	2	21	19	38	5	15	6	9	3	5
CCNA_02400	9	5	6	35	37	39	14	25	19	18	6	18
CCNA_02401	16	23	8	50	47	50	25	31	17	17	6	8
CCNA_02402	17	22	17	42	58	71	15	36	19	25	19	11
CCNA_02403	23	16	14	59	71	100	26	59	28	28	18	21
CCNA_02404	11	6	9	14	44	40	14	11	11	12	7	17
CCNA_02405	20	22	7	61	57	67	26	38	22	26	27	22
CCNA_02406	7	14	5	24	43	41	5	18	10	14	9	8
CCNA_02407	15	17	10	44	64	67	11	29	18	21	8	15
CCNA_02408	8	14	3	33	23	39	9	20	12	9	7	7
CCNA_02409	12	20	12	29	45	62	29	30	22	22	13	21
CCNA_02410	21	19	12	60	88	97	21	36	27	27	13	28
CCNA_02411	8	19	15	42	59	58	17	34	15	13	4	10
CCNA_02412	6	11	9	29	28	36	14	13	10	12	6	9
CCNA_02413	86	48	82	138	168	169	33	53	41	60	37	56
CCNA_02414	7	13	3	35	46	70	19	49	28	19	14	17
CCNA_02415	17	22	14	14	36	32	7	14	12	17	12	14
CCNA_R0163	8	7	5	9	11	14	3	10	4	8	1	6
CCNA_02416	36	22	16	45	60	62	7	19	11	21	48	20
CCNA_02417	12	12	6	75	76	87	24	42	27	23	22	20
CCNA_02418	4	11	7	40	38	54	16	19	14	14	7	15
CCNA_R0057	1	0	0	0	0	1	0	0	0	0	1	0
CCNA_02419	28	29	23	75	85	89	25	43	29	40	79	21
CCNA_02420	25	31	17	88	106	129	26	46	37	46	53	32
CCNA_02421	71	63	50	166	218	278	63	95	79	99	118	86
CCNA_02422	22	33	8	145	152	227	51	87	52	41	17	28
CCNA_02423	14	29	10	162	202	278	66	124	80	32	19	23
CCNA_02424	25	46	12	251	271	418	96	191	118	57	25	40
CCNA_R0058	3	8	5	50	58	88	18	30	24	11	4	8
CCNA_02425	2	2	0	7	4	8	6	8	2	5	1	2
CCNA_02426	5	10	3	44	28	50	18	38	21	22	6	10
CCNA_02427	2	5	2	27	29	56	14	35	9	3	5	4
CCNA_02428	21	15	11	33	36	58	10	23	10	17	18	13
CCNA_02429	4	2	5	30	20	51	7	12	8	5	7	7
CCNA_02430	11	9	10	30	43	38	7	14	6	15	19	10
CCNA_02431	19	14	13	30	46	44	16	15	18	19	22	16
CCNA_02432	20	21	5	39	43	64	21	31	28	18	9	10
CCNA_02433	52	48	31	22	42	25	18	32	23	2	5	6
CCNA_02434	2	4	5	17	17	26	5	14	8	7	7	4
CCNA_02435	13	14	9	40	25	49	10	22	15	10	7	6
CCNA_02436	4	5	3	7	14	18	2	8	7	4	4	5
CCNA_R0059	2	2	1	5	3	7	1	7	0	5	3	2
CCNA_02437	9	31	6	184	201	236	61	141	90	46	23	25
CCNA_02438	11	32	5	100	135	147	44	81	49	32	13	17
CCNA_02439	14	22	3	129	131	200	51	91	51	25	15	22
CCNA_02440	6	7	5	34	51	59	15	28	22	14	9	10
CCNA_02441	5	1	3	14	21	23	6	12	4	9	4	2
CCNA_02442	26	21	11	72	92	99	33	56	39	38	14	25
CCNA_02443	20	10	8	34	65	41	17	21	18	26	23	11
CCNA_02444	10	5	15	28	35	47	16	15	12	10	9	8
CCNA_02445	6	8	7	24	27	35	8	24	18	16	5	0
CCNA_02446	47	49	61	148	158	208	31	69	62	63	43	55
CCNA_02447	127	59	139	256	254	295	35	68	47	84	85	104
CCNA_02448	258	137	197	400	595	566	70	105	95	200	168	190
CCNA_02449	75	38	70	178	236	303	35	52	48	80	64	74
CCNA_02450	75	38	71	152	195	217	17	39	22	52	54	74
CCNA_02451	32	24	46	90	128	134	10	37	12	42	40	35
CCNA_02452	189	155	64	348	444	367	65	144	117	207	111	130
CCNA_02453	41	39	12	85	106	117	31	47	50	47	50	30
CCNA_02454	28	62	18	216	247	378	124	241	135	101	46	45
CCNA_02455	7	14	3	72	75	99	27	60	41	21	8	10
CCNA_02456	9	7	2	43	40	47	6	18	17	14	8	13
CCNA_02457	37	29	38	85	113	113	21	53	31	52	31	45
CCNA_02458	13	16	13	51	60	60	31	28	27	26	11	19
CCNA_02459	51	85	63	207	212	222	71	115	83	92	33	46
CCNA_02460	192	145	180	294	326	279	66	85	86	141	89	111
CCNA_02461	85	82	74	122	137	157	44	52	46	75	52	64
CCNA_02462	118	76	76	286	398	286	33	55	45	192	126	130
CCNA_02463	12	15	6	57	69	80	21	42	32	21	12	7
CCNA_02464	26	33	12	79	86	88	37	58	35	43	28	33
CCNA_R0060	8	5	4	18	23	25	2	10	5	9	0	2
CCNA_R0164	19	12	7	56	78	76	16	37	26	25	12	9
CCNA_02465	19	29	13	82	107	116	18	71	46	46	20	22
CCNA_02466	17	26	6	46	78	79	22	40	36	32	18	22
CCNA_02467	29	20	18	66	74	89	19	28	26	48	43	38
CCNA_02468	8	4	5	27	20	31	8	14	5	19	6	14
CCNA_02469	7	7	6	16	31	30	6	17	8	14	4	7
CCNA_02470	47	35	27	79	93	110	28	33	42	48	28	28
CCNA_03967	39	29	26	69	67	74	20	20	28	33	25	20
CCNA_02471	4	8	5	17	33	43	11	25	12	14	6	9
CCNA_02472	7	8	5	30	33	49	7	37	20	6	10	7
CCNA_02473	42	51	20	109	141	163	38	101	47	44	29	41
CCNA_02474	20	24	14	58	59	58	24	35	21	36	17	17
CCNA_02475	23	27	14	44	46	63	18	37	20	31	17	26
CCNA_02476	25	29	21	54	90	88	22	51	30	41	26	24
CCNA_02477	6	13	1	29	43	48	18	20	19	13	7	13
CCNA_02478	3	13	6	25	48	44	9	34	14	17	9	9
CCNA_02479	5	5	5	26	36	56	13	16	16	5	6	9
CCNA_02480	5	10	4	30	36	42	8	19	9	16	5	6
CCNA_02481	19	26	8	70	93	108	29	53	27	32	37	23
CCNA_02482	13	17	13	32	48	58	10	21	16	31	7	18
CCNA_02483	17	15	9	53	64	76	17	32	13	31	20	20
CCNA_02484	6	8	4	20	36	46	9	12	21	16	8	8
CCNA_02485	5	12	9	37	37	60	15	29	14	14	5	12
CCNA_02486	7	9	8	36	34	49	5	16	9	14	9	11
CCNA_02487	24	13	7	33	33	52	11	21	17	12	7	11
CCNA_02488	7	7	6	20	27	25	9	20	5	10	5	15
CCNA_02489	10	5	6	13	22	19	7	19	11	6	3	6
CCNA_02490	9	17	14	22	31	41	13	28	25	17	8	13
CCNA_02491	8	8	2	22	21	30	10	20	11	7	6	11
CCNA_02492	8	5	6	15	10	25	6	15	10	12	1	4
CCNA_02493	5	4	3	26	17	24	9	14	9	4	2	2
CCNA_02494	8	9	4	22	24	23	5	7	7	6	8	5
CCNA_02495	5	7	7	19	32	36	16	18	17	9	6	9
CCNA_02496	22	25	17	53	64	84	20	47	24	30	18	15
CCNA_02497	16	21	9	75	64	92	30	45	28	26	13	22
CCNA_02498	9	21	32	39	36	42	14	24	19	18	10	12
CCNA_02499	6	12	16	24	24	27	7	14	11	11	2	7
CCNA_02500	9	10	13	23	23	34	9	13	13	9	6	10
CCNA_02501	23	24	18	82	110	127	36	71	28	36	25	38
CCNA_02502	10	18	8	79	83	104	30	54	46	30	20	20
CCNA_02503	12	16	15	45	48	68	19	35	28	14	13	11
CCNA_02504	3	9	2	62	74	115	25	60	44	13	15	10
CCNA_02505	4	19	4	66	64	85	21	58	44	16	11	16
CCNA_02506	8	4	6	22	36	32	7	22	15	8	2	9
CCNA_R0062	5	11	3	10	11	14	12	26	17	10	2	6
CCNA_02507	7	13	3	27	28	49	13	32	19	12	10	7
CCNA_02508	3	5	3	20	28	38	15	16	15	7	9	6
CCNA_02509	3	4	1	20	13	20	7	11	11	7	4	4
CCNA_02510	2	7	0	10	24	36	11	15	8	6	4	6
CCNA_02511	6	7	3	23	34	56	24	27	21	10	6	6
CCNA_02512	5	11	7	22	31	42	5	20	8	10	9	10
CCNA_02513	6	13	6	23	41	47	14	22	17	9	6	11
CCNA_02514	12	25	6	19	33	44	7	29	22	24	6	10
CCNA_02515	31	69	12	61	83	78	36	47	39	53	16	31
CCNA_02516	88	82	63	118	139	174	46	58	36	87	57	73
CCNA_02517	302	316	213	646	925	730	185	320	258	320	261	239
CCNA_02518	50	70	24	246	325	389	106	251	165	92	46	62
CCNA_02519	26	31	19	113	134	239	71	120	74	54	29	35
CCNA_02520	9	5	3	38	33	42	9	24	12	16	7	4
CCNA_02521	6	14	8	48	53	80	28	57	42	16	4	15
CCNA_02522	14	15	3	27	45	75	6	29	19	14	16	13
CCNA_R0165	17	16	5	40	54	67	8	27	16	21	14	15
CCNA_02523	15	9	12	49	62	60	17	25	17	44	31	29
CCNA_03899	21	15	9	55	42	69	11	18	12	18	14	8
CCNA_02525	1	7	2	17	20	29	9	7	6	14	7	10
CCNA_03968	0	2	0	0	0	3	1	0	3	1	0	1
CCNA_02526	14	20	8	27	42	50	13	31	24	17	12	20
CCNA_02527	13	14	13	34	36	52	5	19	11	21	17	17
CCNA_02528	23	10	6	38	41	31	6	17	13	18	8	11
CCNA_02529	10	13	2	26	38	32	9	19	14	16	3	5
CCNA_02530	88	130	49	117	151	121	54	106	66	58	27	27
CCNA_02531	8	28	4	26	34	35	15	25	25	12	2	13
CCNA_02532	2	2	1	8	5	7	0	7	3	4	2	2
CCNA_02533	22	22	18	48	53	75	10	18	11	24	25	24
CCNA_03969	18	17	12	40	44	63	7	12	7	15	18	19
CCNA_02534	7	9	8	18	22	30	2	5	4	6	11	9
CCNA_02535	14	14	5	69	78	105	28	63	40	26	21	14
CCNA_03900	17	19	11	29	44	20	14	18	16	13	15	10
CCNA_02537	41	58	19	85	105	101	37	67	43	36	21	31
CCNA_02538	5	8	5	22	31	35	7	12	6	15	8	9
CCNA_02539	6	10	5	29	24	28	7	12	15	6	9	6
CCNA_R0166	1	1	1	1	3	3	0	0	2	1	0	0
CCNA_02540	27	21	14	54	82	69	27	43	27	38	17	12
CCNA_02541	13	9	5	30	25	37	11	14	7	8	10	7
CCNA_02542	25	19	15	36	37	51	5	17	6	17	7	10
CCNA_02543	6	8	13	29	40	59	9	26	9	8	7	10
CCNA_02544	3	4	3	6	11	11	2	5	3	2	3	3
CCNA_02545	20	15	7	55	81	74	42	41	20	31	13	21
CCNA_02546	30	45	14	80	85	113	36	55	38	41	17	26
CCNA_02547	5	4	5	20	23	25	2	14	4	5	7	8
CCNA_02548	36	22	11	51	77	102	7	33	26	33	29	26
CCNA_02549	20	10	9	36	44	51	14	21	14	11	15	10
CCNA_02550	5	14	6	33	33	42	12	33	10	18	9	10
CCNA_02551	2	2	2	9	9	15	3	5	2	10	7	9
CCNA_02552	302	227	262	260	322	251	87	119	149	155	165	113
CCNA_02553	488	396	399	370	555	471	151	231	193	214	183	228
CCNA_02554	76	89	91	154	173	225	73	105	80	68	47	43
CCNA_02555	20	39	27	104	115	157	42	87	54	45	17	31
CCNA_02556	9	20	7	76	86	131	54	67	48	35	10	17
CCNA_R0167	7	20	7	66	79	110	51	59	42	32	8	14
CCNA_02557	7	13	2	40	55	76	14	38	22	18	3	15
CCNA_02558	10	18	6	65	90	112	30	59	41	31	13	14
CCNA_02559	3	6	3	15	18	30	8	23	11	11	3	5
CCNA_02560	8	9	8	34	41	40	8	17	12	13	8	7
CCNA_02561	24	9	19	77	90	73	30	54	31	28	25	25
CCNA_02562	19	18	17	80	115	115	28	58	41	29	33	28
CCNA_02563	38	32	23	124	183	148	18	46	30	57	51	39
CCNA_02564	19	20	8	57	97	86	13	19	10	27	28	23
CCNA_02565	3	2	2	14	23	21	6	13	8	4	13	6
CCNA_02566	116	39	72	133	199	219	28	62	31	80	98	78
CCNA_02567	47	40	33	59	121	108	38	63	38	43	26	42
CCNA_02568	3	4	2	12	15	27	12	20	12	7	5	7
CCNA_02569	6	3	1	16	18	31	5	13	12	5	6	9
CCNA_02570	23	19	12	56	72	90	22	29	22	26	18	21
CCNA_02571	10	10	4	39	51	66	18	31	14	16	17	8
CCNA_02572	12	12	4	35	53	71	15	28	16	20	21	17
CCNA_02573	7	7	4	13	20	23	12	7	4	8	10	6
CCNA_02574	1	3	0	4	7	10	2	9	3	2	2	1
CCNA_02575	18	20	24	19	20	32	10	6	8	21	14	14
CCNA_02576	114	67	60	119	144	165	27	46	43	73	45	61
CCNA_02577	66	28	37	75	111	108	13	20	18	53	26	50
CCNA_02578	2	4	2	22	24	33	9	18	14	14	4	6
CCNA_02579	9	9	10	49	70	90	16	39	14	16	17	20
CCNA_02580	11	3	6	21	24	24	6	11	9	12	6	9
CCNA_02581	31	17	12	37	73	69	6	28	17	23	21	30
CCNA_02582	3	2	3	6	10	12	0	5	4	2	5	3
CCNA_02583	6	12	11	44	64	67	22	36	23	19	6	11
CCNA_03970	8	6	5	9	13	11	3	3	1	6	8	9
CCNA_03901	0	1	0	11	20	15	3	7	7	10	12	11
CCNA_02586	18	26	12	62	88	122	29	54	51	53	22	27
CCNA_02587	100	104	65	140	177	210	47	75	52	68	31	44
CCNA_02588	13	14	7	52	55	59	11	32	28	12	12	23
CCNA_02589	60	43	20	75	112	101	22	38	20	37	15	27
CCNA_02590	92	65	38	153	239	221	38	61	43	75	47	40
CCNA_02591	139	65	110	244	320	327	40	51	41	120	81	112
CCNA_02592	56	26	35	124	149	198	21	49	40	51	33	39
CCNA_02593	30	19	14	61	72	77	18	30	31	33	11	21
CCNA_02594	434	203	290	536	694	650	103	176	130	351	179	264
CCNA_02595	278	123	209	587	711	698	79	115	101	274	170	268
CCNA_02596	31	60	19	213	268	332	103	243	133	68	50	36
CCNA_02597	48	77	29	236	322	295	87	186	104	107	40	36
CCNA_02598	118	87	68	200	296	253	40	58	45	107	71	82
CCNA_R0168	129	95	82	224	313	284	47	68	51	120	85	87
CCNA_02599	88	66	60	144	218	172	31	44	35	85	61	58
CCNA_02600	35	32	19	44	60	69	20	19	27	22	19	18
CCNA_02601	133	86	82	124	145	191	41	78	40	90	86	78
CCNA_02602	16	13	15	36	37	47	24	42	38	15	6	6
CCNA_02603	61	83	34	141	173	172	77	111	80	116	33	71
CCNA_02604	331	216	100	796	1083	828	133	165	198	469	149	317
CCNA_02605	4	4	3	12	12	24	5	8	7	12	6	8
CCNA_02606	34	32	20	64	78	100	16	48	36	37	17	33
CCNA_R0169	7	14	13	19	22	27	7	13	8	13	6	10
CCNA_02607	43	24	22	72	89	104	26	43	35	32	53	32
CCNA_02608	5	7	3	15	26	20	8	8	6	13	9	10
CCNA_02609	4	5	4	10	19	18	1	5	3	7	6	7
CCNA_02610	61	18	36	65	114	87	12	11	9	9	5	6
CCNA_02611	26	22	21	70	75	87	11	26	19	14	7	12
CCNA_02612	34	19	13	55	78	104	27	42	36	24	32	19
CCNA_02613	11	7	4	17	27	18	3	7	8	8	4	5
CCNA_02614	33	22	27	48	92	92	11	21	19	31	36	23
CCNA_02615	42	36	19	118	141	61	28	36	23	42	95	28
CCNA_02616	140	84	76	257	299	92	34	78	43	152	231	59
CCNA_02617	58	35	26	135	167	152	44	74	58	59	122	60
CCNA_02618	9	6	1	32	35	52	23	47	16	17	5	14
CCNA_02619	42	20	20	46	63	71	24	18	20	36	51	24
CCNA_02620	2	2	2	7	8	17	3	5	3	4	3	4
CCNA_02621	8	17	3	42	40	61	19	38	29	14	6	10
CCNA_02622	22	25	13	96	106	135	41	55	28	49	25	31
CCNA_02623	208	153	81	291	390	335	94	146	131	100	101	78
CCNA_03971	8	4	1	16	24	15	1	6	9	5	6	4
CCNA_02624	9	21	9	39	47	50	19	22	25	15	11	11
CCNA_02625	11	15	5	27	42	51	12	22	10	14	8	13
CCNA_02626	23	20	9	33	66	65	10	26	8	13	19	20
CCNA_02627	21	15	11	39	72	93	20	30	26	21	14	12
CCNA_R0170	1	0	0	6	6	9	0	2	0	1	0	2
CCNA_02628	1	11	4	10	21	25	7	6	7	15	6	10
CCNA_02629	21	21	17	51	42	66	16	33	15	32	21	22
CCNA_02630	2	6	4	19	15	19	4	7	9	6	2	4
CCNA_02631	6	4	1	9	6	7	1	5	3	0	4	6
CCNA_02632	23	17	18	56	64	78	12	30	21	32	31	32
CCNA_02633	24	16	15	42	56	70	16	39	21	38	21	18
CCNA_02634	3	11	3	24	28	58	14	23	15	9	7	9
CCNA_02635	5	12	7	31	34	42	15	15	7	10	10	9
CCNA_02636	5	7	6	33	20	32	6	10	8	9	5	4
CCNA_02637	50	46	21	141	163	174	29	46	30	82	59	67
CCNA_02638	9	12	6	44	45	58	18	45	19	22	6	9
CCNA_02639	18	24	11	51	66	91	20	33	22	25	17	10
CCNA_02640	7	15	6	56	74	96	20	37	31	18	9	24
CCNA_02641	6	6	7	33	49	62	17	20	15	17	11	10
CCNA_02642	10	14	10	55	61	77	26	35	18	10	6	6
CCNA_02643	15	23	20	104	130	199	50	59	34	37	21	35
CCNA_02644	5	3	5	37	58	69	13	30	18	12	8	9
CCNA_02645	8	17	8	110	114	178	31	61	38	33	7	21
CCNA_02646	5	18	9	107	140	179	28	63	46	44	14	15
CCNA_R0171	8	9	6	25	22	28	12	16	10	16	4	11
CCNA_R0061	10161	18820	8807	21152	20311	18928	17499	27833	19307	12634	6527	7828
CCNA_02647	5	5	7	22	29	53	17	18	15	19	8	9
CCNA_02648	4	5	2	17	16	38	10	16	14	8	3	5
CCNA_02649	8	10	1	24	38	31	11	19	15	11	1	3
CCNA_02650	6	9	4	25	31	50	8	21	10	14	12	10
CCNA_02651	14	10	4	24	39	49	13	25	22	19	7	13
CCNA_02652	58	47	31	119	203	147	44	68	50	72	39	46
CCNA_02653	9	11	8	26	21	53	11	23	17	9	2	11
CCNA_02654	11	15	13	22	21	39	14	16	21	5	7	11
CCNA_02655	6	2	3	19	29	37	9	21	11	6	6	9
CCNA_02656	3	7	4	24	26	29	10	19	15	13	5	4
CCNA_02657	14	13	4	36	40	52	7	21	14	22	10	12
CCNA_02658	28	21	11	44	68	82	16	34	24	33	23	22
CCNA_02659	70	40	37	89	127	93	30	46	35	46	26	26
CCNA_02660	19	22	12	40	51	76	21	25	24	17	8	12
CCNA_02661	157	116	72	163	197	237	95	108	76	82	55	51
CCNA_02662	55	48	30	104	140	156	47	69	45	55	26	48
CCNA_02663	136	138	139	259	368	339	89	153	106	247	277	143
CCNA_02664	5	7	5	12	15	18	9	8	6	8	5	1
CCNA_02665	10	4	3	20	29	35	7	21	10	18	5	15
CCNA_02666	1	2	1	9	9	9	4	3	4	3	2	3
CCNA_02667	2	3	1	13	9	18	5	8	9	7	1	3
CCNA_02668	3	4	0	12	13	11	4	13	12	9	5	3
CCNA_02669	10	10	11	39	47	59	14	27	17	9	7	11
CCNA_02670	5	10	2	42	39	62	22	39	26	17	11	11
CCNA_03972	2	4	3	11	13	11	2	6	6	3	2	2
CCNA_02671	8	3	7	10	12	13	6	9	7	4	4	4
CCNA_02672	88	48	56	90	97	108	26	32	24	53	39	44
CCNA_02673	33	63	24	147	204	268	53	108	86	59	30	47
CCNA_02674	24	18	13	30	45	45	9	15	23	27	5	14
CCNA_02675	9	14	1	43	26	43	8	13	9	19	5	13
CCNA_02676	32	25	18	76	75	113	29	36	23	32	25	17
CCNA_02677	12	12	10	36	55	56	12	36	19	17	7	13
CCNA_02678	34	27	23	88	121	109	36	47	26	36	21	35
CCNA_02679	20	24	19	75	70	88	19	35	26	32	20	23
CCNA_02680	10	17	18	53	70	86	23	42	27	26	13	24
CCNA_02681	11	12	5	47	55	46	32	37	35	31	11	11
CCNA_02682	7	6	3	23	18	30	13	19	12	3	4	7
CCNA_02683	30	21	12	47	78	60	23	43	30	30	22	20
CCNA_02684	14	22	5	27	36	53	16	23	17	19	13	11
CCNA_02685	7	5	2	13	17	26	7	10	7	7	10	10
CCNA_02686	22	29	18	62	100	103	24	35	38	30	15	28
CCNA_02687	23	20	20	63	73	98	16	45	27	33	11	22
CCNA_02688	17	7	6	56	51	85	28	43	21	13	9	15
CCNA_02689	5	10	7	46	37	60	11	30	23	13	10	16
CCNA_02690	8	15	7	61	69	85	28	52	33	16	8	21
CCNA_02691	10	7	8	48	33	61	19	28	17	14	10	12
CCNA_02692	9	13	4	27	40	67	23	28	29	20	11	11
CCNA_02693	18	34	11	90	131	165	53	89	58	50	18	24
CCNA_02694	12	26	8	70	91	89	34	89	46	31	8	22
CCNA_02695	8	5	5	13	20	19	3	8	4	8	4	6
CCNA_02696	15	16	10	69	80	113	33	75	39	28	17	21
CCNA_02697	10	6	1	22	37	34	13	18	15	6	3	9
CCNA_02698	18	25	7	75	88	97	32	73	53	29	16	19
CCNA_02699	26	29	15	104	105	170	60	106	67	46	15	27
CCNA_02700	19	26	16	91	87	118	47	76	50	51	12	29
CCNA_02701	89	92	72	303	338	479	140	271	179	122	55	56
CCNA_02702	66	58	31	227	254	326	117	210	125	84	30	47
CCNA_02703	42	34	30	94	117	132	25	70	57	49	20	35
CCNA_02704	89	104	33	500	542	703	233	425	291	143	73	90
CCNA_02705	130	106	114	355	395	506	110	250	147	167	149	118
CCNA_R0064	24	38	15	135	144	201	51	123	85	42	19	16
CCNA_R0065	5621	5467	4361	4549	5231	5287	3974	7779	4905	5332	3082	3320
CCNA_R0067	17	24	14	155	185	260	72	148	112	60	37	21
CCNA_R0068	10	19	14	144	140	225	77	144	77	35	36	30
CCNA_02708	18	34	11	42	65	72	19	46	28	25	15	13
CCNA_02709	237	240	112	400	433	444	111	166	155	232	195	131
CCNA_02710	82	64	71	141	175	184	46	50	38	91	49	78
CCNA_02711	15	13	3	35	34	32	7	17	11	18	13	10
CCNA_02712	6	11	2	28	40	49	8	28	9	12	10	5
CCNA_02713	12	17	4	27	39	46	15	23	22	13	7	13
CCNA_02714	12	19	7	28	46	60	21	29	23	17	7	15
CCNA_02715	101	66	132	123	134	192	41	64	43	67	37	61
CCNA_02716	45	19	35	63	81	92	16	21	23	42	31	29
CCNA_02717	20	8	11	16	30	34	10	11	12	18	9	7
CCNA_02718	8	4	3	20	26	18	6	13	9	13	2	5
CCNA_02719	10	9	2	25	27	25	14	16	9	11	10	17
CCNA_02720	11	6	5	33	33	39	9	27	13	12	13	12
CCNA_02721	11	28	9	56	75	109	36	54	37	39	11	22
CCNA_02722	9	8	4	19	16	30	10	15	9	7	13	15
CCNA_02723	15	16	4	17	25	56	13	19	10	12	7	10
CCNA_02724	21	16	10	46	61	65	14	34	14	14	12	17
CCNA_02725	83	48	51	159	209	235	42	80	68	75	63	56
CCNA_R0063	40	43	8	41	42	43	30	56	37	22	3	16
CCNA_02726	45	43	29	109	170	180	26	47	27	62	39	50
CCNA_03973	50	37	19	139	209	166	26	35	36	22	21	29
CCNA_02727	358	264	125	710	950	807	124	168	161	198	68	209
CCNA_02728	3749	2060	1866	5808	7177	7299	705	664	866	1600	715	1572
CCNA_02729	99	78	123	200	251	331	82	151	105	99	48	71
CCNA_02730	25	16	21	72	89	95	30	63	31	25	10	21
CCNA_02731	20	16	11	68	87	127	42	81	46	23	21	13
CCNA_02732	12	14	3	39	69	72	24	34	14	7	5	6
CCNA_02733	17	26	28	83	97	135	43	75	28	30	9	26
CCNA_02734	156	95	141	215	320	373	99	114	90	113	56	72
CCNA_02735	10	6	3	25	30	31	10	12	10	14	9	5
CCNA_02736	10	4	8	19	35	40	10	7	11	8	3	6
CCNA_02737	8	5	4	20	22	42	8	21	8	17	4	10
CCNA_02738	32	24	21	65	85	103	15	36	25	38	30	29
CCNA_03974	29	23	20	51	62	73	10	17	15	33	28	24
CCNA_02739	29	48	19	77	107	141	34	56	47	59	37	30
CCNA_02740	36	32	16	52	70	72	19	47	34	19	25	19
CCNA_02741	43	17	16	54	77	91	21	31	23	26	30	37
CCNA_02742	17	19	15	49	50	61	20	33	29	31	16	15
CCNA_03975	13	11	7	28	39	40	6	15	15	19	7	9
CCNA_02743	59	36	51	141	162	211	44	70	56	68	80	78
CCNA_02744	7	11	7	31	52	53	12	31	12	14	6	10
CCNA_02745	11	11	2	20	25	51	13	24	18	11	12	13
CCNA_02746	11	9	4	64	48	78	35	37	27	34	13	16
CCNA_02747	10	18	6	59	75	84	31	40	39	28	18	38
CCNA_02748	5	5	2	28	21	34	9	18	8	8	8	8
CCNA_02749	24	26	10	49	67	59	17	27	26	21	13	7
CCNA_02750	4	4	0	17	27	40	16	18	17	12	6	4
CCNA_02751	3	8	8	17	31	40	18	26	15	16	8	11
CCNA_02752	93	88	80	127	181	178	51	90	54	85	32	48
CCNA_02753	19	18	10	66	64	105	27	46	36	38	24	30
CCNA_02754	44	25	37	56	72	81	14	33	24	33	37	25
CCNA_R0071	1	1	2	2	5	4	1	0	0	2	2	3
CCNA_02755	60	35	20	182	209	155	11	37	20	80	60	53
CCNA_02756	71	44	49	67	84	89	27	36	26	48	28	38
CCNA_02757	1	6	1	15	23	38	8	18	10	13	6	6
CCNA_02758	15	17	19	108	105	156	40	70	67	32	15	18
CCNA_02759	250	148	126	463	609	586	90	167	131	229	174	160
CCNA_02760	125	80	61	147	198	243	49	80	68	94	58	61
CCNA_03976	77	43	48	118	167	166	39	39	48	49	18	48
CCNA_02761	26	35	19	80	88	98	26	51	34	28	10	22
CCNA_02762	13	15	15	51	81	84	18	42	24	16	16	13
CCNA_02763	23	38	20	149	166	222	50	83	51	52	21	34
CCNA_02764	5	19	4	35	36	47	10	18	8	16	5	3
CCNA_02765	3	10	4	33	44	48	15	34	21	16	5	14
CCNA_02766	5	7	3	31	35	43	9	35	11	7	7	8
CCNA_02767	26	26	6	73	108	134	37	49	33	21	20	27
CCNA_02768	10	9	4	62	91	103	28	52	37	25	6	14
CCNA_02769	12	13	8	46	57	94	32	40	37	24	9	16
CCNA_02770	14	25	10	78	80	107	39	55	38	30	12	17
CCNA_02771	8	1	4	14	25	28	9	21	10	4	4	4
CCNA_02772	21	19	16	78	82	111	33	57	38	24	14	23
CCNA_02773	20	17	9	44	63	77	29	47	25	39	12	23
CCNA_02774	206	151	178	304	417	440	79	130	101	154	121	161
CCNA_02775	20	22	10	44	46	54	23	36	30	20	11	20
CCNA_02776	21	28	14	87	94	128	39	75	42	35	17	22
CCNA_02777	4	3	1	13	9	14	4	7	4	2	3	5
CCNA_02778	4	4	5	13	16	23	4	8	6	7	5	7
CCNA_02779	240	200	100	388	480	577	67	134	99	160	145	154
CCNA_02780	45	63	34	86	123	163	36	57	37	45	25	30
CCNA_02781	35	26	32	77	93	139	26	51	36	33	17	23
CCNA_02782	19	26	26	62	95	104	14	38	28	33	17	25
CCNA_R0172	64	30	14	141	158	191	39	75	61	39	34	34
CCNA_02783	511	384	216	1208	1446	1869	382	667	464	392	331	376
CCNA_02784	91	59	31	213	309	335	73	126	82	83	61	64
CCNA_02785	44	47	24	166	216	293	78	122	78	63	33	30
CCNA_02786	36	43	28	148	198	257	61	109	82	39	23	44
CCNA_02787	25	23	23	121	143	168	28	53	39	33	17	30
CCNA_02788	9	12	3	30	48	54	10	22	17	11	2	4
CCNA_02789	5	9	4	38	56	66	12	20	14	6	6	12
CCNA_02790	46	25	20	96	127	153	34	45	46	53	28	35
CCNA_02791	37	35	28	75	121	152	29	61	39	51	32	30
CCNA_02792	50	58	33	185	237	279	84	164	108	49	39	56
CCNA_02793	5	29	7	86	97	120	37	65	51	32	22	30
CCNA_02794	9	12	3	41	56	69	17	28	25	15	6	13
CCNA_02795	3	5	0	17	27	26	7	11	7	7	3	5
CCNA_02796	5	4	0	10	16	12	4	4	2	3	7	3
CCNA_02797	2	0	0	11	10	12	1	7	2	1	2	5
